id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID000095,unplanned,13.0078566,77.5920655,"R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",tree_fall,FALSE,2024-03-07 21:47:02.8+00,closed,no,tv tower tree falling,,Non-corridor,Low,R.T. Nagar,NULL,NULL,NULL
FKID000096,unplanned,13.0035862,77.5721203,"Malleshwaram Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 21:49:19.785+00,active,yes,tree fall along Non-corridor corridor and under Malleshwaram jurisdiction,,Non-corridor,Low,Malleshwaram,NULL,NULL,NULL
FKID000097,unplanned,12.9854129,77.5941024,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-07 21:59:21.123+00,active,yes,tree branch fallen,,CBD 2,High,Cubbon Park,NULL,NULL,NULL
FKID000098,unplanned,12.9272622,77.5806774,"Jayanagara Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 21:57:57.213+00,active,yes,tree fall along Non-corridor corridor and under Jayanagara jurisdiction,,Non-corridor,Low,Jayanagara,NULL,NULL,NULL
FKID000099,unplanned,13.0022504,77.5722138,"Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 21:37:11.187+00,closed,yes,tree fall along Non-corridor corridor and under Sadashivanagar jurisdiction,,Non-corridor,Low,Sadashivanagar,NULL,NULL,NULL
FKID000100,unplanned,12.9586724,77.5629452,"Mysore Road, Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 21:34:37.863+00,closed,yes,electrical pol and tree fall on road,,Mysore Road,High,Chamarajpet,NULL,NULL,NULL
FKID000101,unplanned,13.0369808,77.5895122,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 03:11:13.623+00,closed,yes,towards airport tyre burest,truck,Bellary Road 1,High,Hebbala,NULL,NULL,NULL
FKID000102,unplanned,12.9169077,77.5737827,"Jayanagara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 03:23:09.51+00,closed,yes,bsk bus stand towards sarakki market,bmtc_bus,Non-corridor,Low,Jayanagara,NULL,NULL,NULL
FKID000103,unplanned,12.9047066,77.6016042,"Bannerghata Road, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-07 22:01:11.729+00,active,yes,path hole near location bg road abstraction to traffic movement pls do the needful,,Bannerghata Road,High,J.P. Nagar,NULL,NULL,NULL
FKID000104,unplanned,12.9047995,77.6017019,"Bannerghata Road, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-07 22:02:40.027+00,active,yes,pathole abstraction to traffic movement pls do the needful,,Bannerghata Road,High,J.P. Nagar,NULL,NULL,NULL
FKID000105,unplanned,12.9774707,77.5457303,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-03-07 22:06:56.368+00,active,yes,water logging along West of Chord Road corridor and under Vijayanagara jurisdiction,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID000106,unplanned,12.904781,77.6015741,"Bannerghata Road, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-07 22:07:52.537+00,active,yes,vehicle slow movement,,Bannerghata Road,High,J.P. Nagar,NULL,NULL,NULL
FKID000107,unplanned,12.9238693,77.5536044,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 05:41:26.253+00,closed,no,vehicle off road person due to clutch problem,others,ORR West 1,High,Banashankari,NULL,NULL,NULL
FKID000108,unplanned,12.9585656,77.5932824,"Ashok Nagar Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-31 07:26:39.082+00,active,yes,problem,,Non-corridor,Low,Ashok Nagar,NULL,NULL,NULL
FKID000109,unplanned,12.9601533,77.5633429,"Mysore Road, Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",tree_fall,FALSE,2024-03-07 22:16:53.889+00,closed,yes,tree fall along Mysore Road corridor and under Chamarajpet jurisdiction,,Mysore Road,High,Chamarajpet,NULL,NULL,NULL
FKID000110,unplanned,12.9578001,77.5631189,"Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",tree_fall,FALSE,2024-03-07 22:08:18.693+00,closed,yes,tree fall along Non-corridor corridor and under Chamarajpet jurisdiction,,Non-corridor,Low,Chamarajpet,NULL,NULL,NULL
FKID000111,unplanned,12.95836,77.5776317,"City Market Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 22:28:07.464+00,closed,yes,vehicle breakdown along Non-corridor corridor and under City Market jurisdiction,private_bus,Non-corridor,Low,City Market,NULL,NULL,NULL
FKID000112,unplanned,12.9187567,77.621505,"ORR East 1, Madiwala Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-16 02:15:10.244+00,closed,yes,service road,,ORR East 1,High,Madiwala,Bengaluru South Corporation,South Zone 2,SilkBoardJunc
FKID000113,unplanned,13.0331905,77.5901915,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-07 22:40:56.72+00,closed,no,keb cable work anand person,,Bellary Road 1,High,Hebbala,NULL,NULL,NULL
FKID000114,unplanned,12.9360494,77.6154975,"Adugodi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-03-07 20:31:07.587+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Adugodi jurisdiction,lcv,Non-corridor,Low,Adugodi,NULL,NULL,NULL
FKID000115,unplanned,12.9784088,77.6285392,"Old Madras Road, Halasur Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-03-07 22:55:04.919+00,active,yes,when raining road is full block required bbmp help,,Old Madras Road,High,Halasur,NULL,NULL,NULL
FKID000116,unplanned,12.9873237,77.6037885,"Shivajinagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-07 22:33:02.896+00,active,yes,NULL,,Non-corridor,Low,Shivajinagar,NULL,NULL,NULL
FKID000117,unplanned,13.0190323,77.654465,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 22:48:31.761+00,closed,yes,vehicle air drop,bmtc_bus,ORR North 1,High,Banaswadi,NULL,NULL,NULL
FKID000118,unplanned,13.0446713,77.5828869,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-01-31 05:48:22.545+00,closed,no,bwssb and kride work at location hebbal circle to bhadrappa layout traffic slow moving,,ORR North 2,High,Kodigehalli,NULL,NULL,NULL
FKID000119,unplanned,12.9119892,77.6254956,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 06:15:45.828+00,closed,yes,bmtc bus offroad near roopena agrahara bus stop towards silk board traffic slow movment ide,bmtc_bus,Hosur Road,High,Madiwala,NULL,NULL,NULL
FKID000120,unplanned,12.9893579,77.5064443,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 05:56:24.296+00,closed,yes,tyre blast agi vehicle off road agide towards ashraya incoming side,heavy_vehicle,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID000121,unplanned,13.0152581,77.5639687,"Tumkur Road, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 19:49:46.025+00,closed,yes,mattikere cross towards k08 canter offroad agide person problem agide one side traffic movement hogtide,lcv,Tumkur Road,High,Sadashivanagar,NULL,NULL,NULL
FKID000122,unplanned,12.9392829,77.5596125,"Basavanagudi Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 23:06:49.704+00,closed,no,bbmp tree cut maduvaru bandiruttare,,Non-corridor,Low,Basavanagudi,NULL,NULL,NULL
FKID000123,unplanned,12.9614398,77.5600867,"Mysore Road, Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 08:57:24.573+00,closed,yes,heat,lcv,Mysore Road,High,Chamarajpet,NULL,NULL,NULL
FKID000124,unplanned,12.9194445,77.6215536,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 08:05:37.513+00,closed,yes,bus offroad traffic junction towards,bmtc_bus,Hosur Road,High,Madiwala,NULL,NULL,NULL
FKID000125,unplanned,13.0501731,77.4947759,"Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-31 11:11:49.384+00,active,yes,manjunathanagara to widea upperramp nhai road work progress vehicle oneside movement towards city,,Non-corridor,Low,Chikkabanavara,NULL,NULL,NULL
FKID000126,unplanned,12.8400906,77.6764868,"Electronic City Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-31 16:11:31.242+00,closed,yes,person towards location,,Non-corridor,Low,Electronic City,NULL,NULL,NULL
FKID000127,unplanned,13.042636,77.5147881,"Tumkur Road, Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-31 19:13:08.144+00,closed,yes,accident along Tumkur Road corridor and under Chikkabanavara jurisdiction,,Tumkur Road,High,Chikkabanavara,NULL,NULL,NULL
FKID000128,unplanned,12.9110914,77.6001308,"Bannerghata Road, Mico Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 19:17:09.201+00,closed,yes,lorry off road near location traffic problem,heavy_vehicle,Bannerghata Road,High,Mico Layout,NULL,NULL,NULL
FKID000129,unplanned,12.9516567,77.500185,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2023-12-30 09:28:08.173+00,closed,yes,car wire problem,,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,RingRoad-UllalJunction
FKID000130,unplanned,12.9698017,77.7319617,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-31 20:10:41.586+00,active,yes,pathole on location,,NULL,Low,Whitefield,NULL,NULL,NULL
FKID000131,unplanned,13.114305,77.60655,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:34:20.329+00,closed,no,location on flyover to wards airport hgv lary tyre bust,heavy_vehicle,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID000132,unplanned,12.9900159,77.5025425,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:33:08.407+00,closed,yes,brekdown traffick slov momnet,bmtc_bus,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID000133,unplanned,13.0424443,77.5147257,"Tumkur Road, Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-31 19:14:30.018+00,closed,yes,accident along Tumkur Road corridor and under Chikkabanavara jurisdiction,,Tumkur Road,High,Chikkabanavara,NULL,NULL,NULL
FKID000134,unplanned,12.9216832,77.6199372,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-01-31 19:45:59.207+00,closed,yes,lorry breakdown junction,heavy_vehicle,Hosur Road,High,Madiwala,NULL,NULL,NULL
FKID000135,unplanned,13.0467369,77.575502,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2023-12-21 07:01:13.955+00,closed,yes,petrol nil,,ORR North 2,High,Kodigehalli,Bengaluru North Corporation,North Zone 2,BhadrappaLayout
FKID000136,unplanned,13.0427379,77.5892891,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:51:52.146+00,closed,yes,vehicle side hakidini,lcv,Bellary Road 1,High,Kodigehalli,NULL,NULL,NULL
FKID000137,unplanned,13.0308555,77.5359082,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:38:26.221+00,closed,yes,vehicle off road technical issues traffic problem,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID000138,unplanned,13.0161873,77.7093516,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",pot_holes,TRUE,2024-01-21 00:50:18.118+00,closed,no,path holes traffic slow movement,,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID000139,planned,12.9693576,77.7006406,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-31 21:05:04.75+00,closed,yes,location towards marathahalli and karthiknagara towards mahadevapura traffic movement will be slow due to metro station work,,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID000140,unplanned,12.9625526,77.5916298,"Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 21:35:39.063+00,closed,yes,satarting problem,private_bus,Non-corridor,Low,Halasuru Gate,NULL,NULL,NULL
FKID000141,unplanned,12.9893817,77.5927844,"Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-07 23:28:51.195+00,active,yes,opened drain grate at chandrika junction towards lrde junction,,Non-corridor,Low,Cubbon Park,NULL,NULL,NULL
FKID000142,unplanned,12.938565,77.6979933,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-03-07 23:17:27.277+00,closed,yes,panathur towards doddakannelli road bad condition consider bbmp informed,,ORR East 1,High,HAL Old Airport,NULL,NULL,NULL
FKID000143,unplanned,12.9690624,77.5872736,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-03-07 23:36:30.807+00,closed,yes,bmtc bus breck down startig agatilla,bmtc_bus,Mysore Road,High,Halasuru Gate,NULL,NULL,NULL
FKID000144,unplanned,12.961311,77.55932,"Mysore Road, Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 23:41:21.369+00,closed,yes,tree fall along Mysore Road corridor and under Chamarajpet jurisdiction,,Mysore Road,High,Chamarajpet,NULL,NULL,NULL
FKID000145,unplanned,12.9146696,77.5640607,"ORR West 1, K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-31 21:52:18.31+00,closed,yes,trafic slow,,ORR West 1,High,K.S. Layout,NULL,NULL,NULL
FKID000146,unplanned,12.9173038,77.5882958,"Jayanagara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 21:09:52.368+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Jayanagara jurisdiction,bmtc_bus,Non-corridor,Low,Jayanagara,NULL,NULL,NULL
FKID000147,unplanned,12.9144686,77.5650362,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-31 21:59:26.148+00,active,yes,bwssb working progress,,ORR West 1,High,Banashankari,NULL,NULL,NULL
FKID000148,unplanned,12.9144815,77.5650493,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-31 21:33:45.025+00,active,yes,traffic slow,,ORR West 1,High,Banashankari,NULL,NULL,NULL
FKID000149,unplanned,12.9113626,77.5999548,"Bannerghata Road, Mico Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 19:00:04.306+00,closed,yes,vehicle breakdown along Bannerghata Road corridor and under Mico Layout jurisdiction,heavy_vehicle,Bannerghata Road,High,Mico Layout,NULL,NULL,NULL
FKID000150,unplanned,12.9353705,77.5182037,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 21:03:56.011+00,closed,yes,traffic problem,heavy_vehicle,Mysore Road,High,Byatarayanapura,NULL,NULL,NULL
FKID000151,unplanned,12.9216444,77.5940415,"Jayanagara Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-07 23:51:40.169+00,active,yes,tree fallen closed,,Non-corridor,Low,Jayanagara,NULL,NULL,NULL
FKID000152,unplanned,12.9246541,77.6497438,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 22:01:00.508+00,closed,yes,traffic lgv pickup vehicle axel,lcv,ORR East 1,High,HAL Old Airport,NULL,NULL,NULL
FKID000153,unplanned,12.9145147,77.5649877,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-31 22:04:51.071+00,active,yes,location working,,ORR West 1,High,Banashankari,NULL,NULL,NULL
FKID000154,unplanned,12.9145447,77.5650079,"ORR West 1, Banashankari Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-31 22:05:42.862+00,active,yes,bwssb work in progress,,ORR West 1,High,Banashankari,NULL,NULL,NULL
FKID000155,unplanned,12.9635928,77.6263774,"Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:27:48.879+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Halasur jurisdiction,others,Non-corridor,Low,Halasur,NULL,NULL,NULL
FKID000156,unplanned,13.0310785,77.5357035,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-31 20:30:44.759+00,closed,yes,vehicle back side wheel puncture person smoothly problem,private_bus,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID000157,unplanned,12.8700974,77.6533824,"Hosur Road, Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-08 00:00:08.664+00,closed,yes,vehicle breakdown along Hosur Road corridor and under Electronic City jurisdiction,bmtc_bus,Hosur Road,High,Electronic City,NULL,NULL,NULL
FKID000158,planned,12.9762232,77.6016656,"Old Madras Road, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-31 22:25:30.936+00,closed,no,off road bmtc bus,,Old Madras Road,High,Cubbon Park,NULL,NULL,NULL
FKID000159,unplanned,12.9211317,77.6627683,"ORR East 1, Bellandur Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 06:56:05.726+00,closed,yes,location downramp to agar water logging traffic slow moving,,ORR East 1,High,Bellandur,NULL,NULL,IbblurJunction'
FKID000160,unplanned,12.9832059,77.5766759,"High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 22:13:12.792+00,closed,yes,person circel down ramp towards old person,others,Non-corridor,Low,High ground,NULL,NULL,NULL
FKID000161,unplanned,12.9793286,77.5105419,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-08 00:49:05.768+00,closed,yes,30 minutes clear bmtc bus air pipe cut agide,,Non-corridor,Low,Jnanabharathi,NULL,NULL,NULL
FKID000162,unplanned,12.94819783,77.53467664,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-01-31 23:11:54.561+00,closed,no,vehicle starting problem,,Mysore Road,High,Byatarayanapura,NULL,NULL,NULL
FKID000163,unplanned,13.022765,77.6014354,"R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-08 00:28:29.411+00,closed,yes,tree fall dinnuru main rd towards pushpanjali,,Non-corridor,Low,R.T. Nagar,NULL,NULL,NULL
FKID000164,unplanned,12.9943131,77.617972,"Pulikeshinagar(F.Town) Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-31 23:07:48.509+00,closed,yes,3 feet width 1 foot deep,,NULL,Low,Pulikeshinagar(F.Town),NULL,NULL,NULL
FKID000165,unplanned,13.0071299,77.5267687,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 21:42:50.31+00,closed,yes,breakdown,bmtc_bus,Non-corridor,Low,Rajajinagar,NULL,NULL,NULL
FKID000166,planned,13.1511992,77.620242,"Bellary Road 2, Chikkajala Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-02-01 00:08:01.156+00,closed,yes,work traffic slow,,Bellary Road 2,High,Chikkajala,NULL,NULL,NULL
FKID000167,unplanned,13.0264,77.544019,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-07 22:03:06.518+00,closed,yes,vehicle breakdown along Tumkur Road corridor and under Yeshwanthpura jurisdiction,ksrtc_bus,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID000168,unplanned,13.1212507,77.6179465,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-11-20 21:45:57.142+00,closed,yes,location main road location pothole,,Non-corridor,Low,Yelahanka,Bengaluru North Corporation,North Zone 2,NULL
